strut_id,junction0_id,junction1_id,napari_layer,napari_color_hex,napari_color_rgba_json,coordinate_order,start_z_vox,start_y_vox,start_x_vox,end_z_vox,end_y_vox,end_x_vox,direction_z_vox,direction_y_vox,direction_x_vox,center_z_vox,center_y_vox,center_x_vox,length_vox,length_um_from_centerline,start_z_um,start_y_um,start_x_um,end_z_um,end_y_um,end_x_um,direction_z_um,direction_y_um,direction_x_um,center_z_um,center_y_um,center_x_um,bbox_margin_vox,bbox_z_min_inclusive,bbox_y_min_inclusive,bbox_x_min_inclusive,bbox_z_max_exclusive,bbox_y_max_exclusive,bbox_x_max_exclusive,napari_vector_zyx_json,napari_line_zyx_json,inventory_junction0_id,inventory_junction1_id,inventory_junction0_degree,inventory_junction1_degree,inventory_unit_cell_ids,inventory_unit_cell_indices,inventory_classification,inventory_expected_by_0point5_cad,inventory_ct_material_occupancy,inventory_mean_intensity,inventory_length_um,inventory_trimmed_length_um,inventory_longest_gap_um,inventory_estimated_missing_volume_mm3,inventory_nominal_sampled_volume_mm3,inventory_centroid_x_um,inventory_centroid_y_um,inventory_centroid_z_um,inventory_aspect_ratio,inventory_sphericity,inventory_voxel_size_um
14986,8439,8436,nominal,#4daf4a,"[0.302, 0.686, 0.29, 1.0]",ZYX (Napari/NumPy); source registration converted from XYZ,618.615723,324.355125,766.910078,658.071594,324.653132,727.551052,39.455872,0.298006,-39.359026,638.343658,324.504128,747.230565,55.731388,3237.436307,35935.387329,18841.789216,44549.806424,38227.378909,18859.10041,42263.440583,2291.99158,17.311195,-2286.365841,37081.383119,18850.444813,43406.623504,10.0,608,314,717,670,336,778,"[[618.615723, 324.355125, 766.910078], [39.455872, 0.298006, -39.359026]]","[[618.615723, 324.355125, 766.910078], [658.071594, 324.653132, 727.551052]]",8439,8436,8,4,602,"8,3,7",Nominal,False,0.34881919622421265,38792.5546875,3237.438107032776,1942.4630126953125,0.0,0.4827357828617096,0.741323709487915,43406.625020751955,18850.44609619141,37081.38134643555,0.0,1.0,58.09
14987,8440,8437,nominal,#4daf4a,"[0.302, 0.686, 0.29, 1.0]",ZYX (Napari/NumPy); source registration converted from XYZ,618.6922,285.295553,727.443581,579.094299,324.598181,727.858808,-39.5979,39.302629,0.415227,598.89325,304.946867,727.651194,55.793035,3241.0174,35939.829881,16572.818657,42257.197605,33639.587847,18855.908355,42281.318165,-2300.242034,2283.089698,24.120559,34789.708864,17714.363506,42269.257885,10.0,569,275,717,630,336,739,"[[618.6922, 285.295553, 727.443581], [-39.5979, 39.302629, 0.415227]]","[[618.6922, 285.295553, 727.443581], [579.094299, 324.598181, 727.858808]]",8440,8437,8,8,602,"8,3,7",Nominal,False,0.23344947397708893,36835.04296875,3241.0166570281986,1944.610107421875,0.0,0.5688902139663696,0.7421430945396423,42269.26082885743,17714.36361419678,34789.70886413575,0.0,1.0,58.09
14988,8440,8439,nominal,#4daf4a,"[0.302, 0.686, 0.29, 1.0]",ZYX (Napari/NumPy); source registration converted from XYZ,618.6922,285.295553,727.443581,618.615723,324.355125,766.910078,-0.076477,39.059572,39.466497,618.653961,304.825339,747.176829,55.527114,3225.570079,35939.829881,16572.818657,42257.197605,35935.387329,18841.789216,44549.806424,-4.442552,2268.970559,2292.608819,35937.608605,17707.303936,43403.502015,10.0,608,275,717,630,336,778,"[[618.6922, 285.295553, 727.443581], [-0.076477, 39.059572, 39.466497]]","[[618.6922, 285.295553, 727.443581], [618.615723, 324.355125, 766.910078]]",8440,8439,8,8,602,"8,3,7",Nominal,False,0.25087109208106995,36683.45703125,3225.5696595001223,1935.341796875,0.0,0.5533111095428467,0.7386059761047363,43403.50495239258,17707.304459533694,35937.60683227539,0.0,1.0,58.09
14989,8440,8436,nominal,#4daf4a,"[0.302, 0.686, 0.29, 1.0]",ZYX (Napari/NumPy); source registration converted from XYZ,618.6922,285.295553,727.443581,658.071594,324.653132,727.551052,39.379395,39.357579,0.107471,638.381897,304.974342,727.497316,55.675554,3234.192912,35939.829881,16572.818657,42257.197605,38227.378909,18859.10041,42263.440583,2287.549028,2286.281754,6.242978,37083.604395,17715.959534,42260.319094,10.0,608,275,717,670,336,739,"[[618.6922, 285.295553, 727.443581], [39.379395, 39.357579, 0.107471]]","[[618.6922, 285.295553, 727.443581], [658.071594, 324.653132, 727.551052]]",8440,8436,8,4,602,"8,3,7",Nominal,False,0.2586140036582947,37107.515625,3234.1928370666506,1940.515869140625,0.0,0.5490561127662659,0.7405806183815002,42260.318996582035,17715.960876464844,37083.60439514161,0.0,1.0,58.09
14990,8441,8436,nominal,#4daf4a,"[0.302, 0.686, 0.29, 1.0]",ZYX (Napari/NumPy); source registration converted from XYZ,618.473755,363.95576,727.966339,658.071594,324.653132,727.551052,39.597839,-39.302628,-0.415288,638.272675,344.304446,727.758695,55.792992,3241.0149,35927.140421,21142.190095,42287.564651,38227.378909,18859.10041,42263.440583,2300.238488,-2283.089685,-24.124068,37077.259665,20000.645253,42275.502617,10.0,608,314,717,670,375,739,"[[618.473755, 363.95576, 727.966339], [39.597839, -39.302628, -0.415288]]","[[618.473755, 363.95576, 727.966339], [658.071594, 324.653132, 727.551052]]",8441,8436,4,4,602,"8,3,7",Nominal,False,0.27022841572761536,37232.46875,3241.0142194747928,1944.6085205078125,0.0,0.5415945053100586,0.7421424984931946,42275.500965576175,20000.645114746094,37077.26143798828,0.0,1.0,58.09
14991,8441,8437,nominal,#4daf4a,"[0.302, 0.686, 0.29, 1.0]",ZYX (Napari/NumPy); source registration converted from XYZ,618.473755,363.95576,727.966339,579.094299,324.598181,727.858808,-39.379456,-39.357579,-0.107531,598.784027,344.276971,727.912574,55.675597,3234.195416,35927.140421,21142.190095,42287.564651,33639.587847,18855.908355,42281.318165,-2287.552574,-2286.28174,-6.246487,34783.364134,19999.049225,42284.441408,10.0,569,314,717,630,375,739,"[[618.473755, 363.95576, 727.966339], [-39.379456, -39.357579, -0.107531]]","[[618.473755, 363.95576, 727.966339], [579.094299, 324.598181, 727.858808]]",8441,8437,4,8,602,"8,3,7",Nominal,False,0.29849013686180115,37213.12109375,3234.1952746200564,1940.5172119140625,0.0,0.5195249319076538,0.7405810952186584,42284.44279785157,19999.04962524414,34783.36590698242,0.0,1.0,58.09
14992,8442,8451,nominal,#4daf4a,"[0.302, 0.686, 0.29, 1.0]",ZYX (Napari/NumPy); source registration converted from XYZ,578.428833,368.527134,61.632599,578.352295,407.586706,101.099119,-0.076538,39.059572,39.46652,578.390564,388.05692,81.365859,55.527131,3225.571033,33600.930909,21407.741209,3580.237681,33596.484812,23676.711773,5872.847831,-4.446097,2268.970564,2292.61015,33598.707861,22542.226491,4726.542756,10.0,568,358,51,590,419,113,"[[578.428833, 368.527134, 61.632599], [-0.076538, 39.059572, 39.46652]]","[[578.428833, 368.527134, 61.632599], [578.352295, 407.586706, 101.099119]]",8442,8451,3,8,603,"0,4,7",Nominal,False,0.23848238587379456,36313.06640625,3225.570989074707,1935.3427734375,0.0,0.5624617338180542,0.738606333732605,4726.542806549072,22542.226208801272,33598.707860717775,0.0,1.0,58.09
14993,8443,8451,nominal,#4daf4a,"[0.302, 0.686, 0.29, 1.0]",ZYX (Napari/NumPy); source registration converted from XYZ,578.494263,367.986071,140.042903,578.352295,407.586706,101.099119,-0.141968,39.600635,-38.943784,578.423279,387.786389,120.571011,55.541415,3226.400785,33604.73172,21376.310889,8135.092244,33596.484812,23676.711773,5872.847831,-8.246908,2300.400884,-2262.244413,33600.608266,22526.511331,7003.970037,10.0,568,357,91,590,419,152,"[[578.494263, 367.986071, 140.042903], [-0.141968, 39.600635, -38.943784]]","[[578.494263, 367.986071, 140.042903], [578.352295, 407.586706, 101.099119]]",8443,8451,2,8,603,"0,4,7",Nominal,False,0.20247773826122284,36479.68359375,3226.4002004241947,1935.8402099609375,0.0,0.5892063975334167,0.7387961745262146,7003.970226745606,22526.510637207033,33600.60826599121,0.0,1.0,58.09
14994,8444,8451,nominal,#4daf4a,"[0.302, 0.686, 0.29, 1.0]",ZYX (Napari/NumPy); source registration converted from XYZ,578.275757,446.646279,140.565632,578.352295,407.586706,101.099119,0.076538,-39.059572,-39.466512,578.314026,427.116493,120.832375,55.527126,3225.570721,33592.038715,25945.682338,8165.457541,33596.484812,23676.711773,5872.847831,4.446097,-2268.970565,-2292.60971,33594.261763,24811.197055,7019.152686,10.0,568,397,91,590,458,152,"[[578.275757, 446.646279, 140.565632], [0.076538, -39.059572, -39.466512]]","[[578.275757, 446.646279, 140.565632], [578.352295, 407.586706, 101.099119]]",8444,8451,1,8,603,"0,4,7",Nominal,False,0.23693379759788513,36575.01953125,3225.570545883179,1935.342529296875,0.0,0.5636054277420044,0.7386062145233154,7019.152638931275,24811.196648254398,33594.261763305665,0.0,1.0,58.09
14995,8445,8451,nominal,#4daf4a,"[0.302, 0.686, 0.29, 1.0]",ZYX (Napari/NumPy); source registration converted from XYZ,578.210327,447.187311,62.155331,578.352295,407.586706,101.099119,0.141968,-39.600605,38.943788,578.281311,427.387009,81.627225,55.541396,3226.399682,33588.237904,25977.110891,3610.603195,33596.484812,23676.711773,5872.847831,8.246908,-2300.399119,2262.244636,33592.361358,24826.911332,4741.725513,10.0,568,397,52,590,459,113,"[[578.210327, 447.187311, 62.155331], [0.141968, -39.600605, 38.943788]]","[[578.210327, 447.187311, 62.155331], [578.352295, 407.586706, 101.099119]]",8445,8451,2,8,603,"0,4,7",Nominal,False,0.22067363560199738,36755.3828125,3226.4004220199586,1935.8404541015625,0.0,0.575763463973999,0.7387962937355042,4741.72566192627,24826.912219848633,33592.36135803223,0.0,1.0,58.09
14996,8442,8452,nominal,#4daf4a,"[0.302, 0.686, 0.29, 1.0]",ZYX (Napari/NumPy); source registration converted from XYZ,578.428833,368.527134,61.632599,617.808228,407.884713,61.740085,39.379395,39.357579,0.107486,598.11853,388.205923,61.686342,55.675554,3234.192912,33600.930909,21407.741209,3580.237681,35888.479938,23694.022961,3586.481538,2287.549028,2286.281752,6.243858,34744.705424,22550.882085,3583.35961,10.0,568,358,51,629,419,73,"[[578.428833, 368.527134, 61.632599], [39.379395, 39.357579, 0.107486]]","[[578.428833, 368.527134, 61.632599], [617.808228, 407.884713, 61.740085]]",8442,8452,3,8,603,"0,4,7",Nominal,False,0.23344947397708893,36570.50390625,3234.1928370666506,1940.515869140625,0.0,0.5676924586296082,0.7405806183815002,3583.3595098876954,22550.88262573242,34744.70542358399,0.0,1.0,58.09
14997,8445,8452,nominal,#4daf4a,"[0.302, 0.686, 0.29, 1.0]",ZYX (Napari/NumPy); source registration converted from XYZ,578.210327,447.187311,62.155331,617.808228,407.884713,61.740085,39.5979,-39.302598,-0.415246,598.009277,427.536012,61.947708,55.793014,3241.016163,33588.237904,25977.110891,3610.603195,35888.479938,23694.022961,3586.481538,2300.242034,-2283.087931,-24.121656,34738.358921,24835.566926,3598.542367,10.0,568,397,51,629,459,74,"[[578.210327, 447.187311, 62.155331], [39.5979, -39.302598, -0.415246]]","[[578.210327, 447.187311, 62.155331], [617.808228, 407.884713, 61.740085]]",8445,8452,2,8,603,"0,4,7",Nominal,False,0.20441347360610962,36243.421875,3241.0168786239624,1944.6103515625,0.0,0.5904391407966614,0.7421432137489319,3598.542365264893,24835.566864013672,34738.35892089844,0.0,1.0,58.09
14998,8446,8452,nominal,#4daf4a,"[0.302, 0.686, 0.29, 1.0]",ZYX (Napari/NumPy); source registration converted from XYZ,657.187622,447.242261,61.847575,617.808228,407.884713,61.740085,-39.379395,-39.357548,-0.10749,637.497925,427.563487,61.79383,55.675532,3234.191664,38176.028966,25980.302947,3592.725613,35888.479938,23694.022961,3586.481538,-2287.549028,-2286.279986,-6.244075,37032.254452,24837.162954,3589.603576,10.0,607,397,51,669,459,73,"[[657.187622, 447.242261, 61.847575], [-39.379395, -39.357548, -0.10749]]","[[657.187622, 447.242261, 61.847575], [617.808228, 407.884713, 61.740085]]",8446,8452,1,8,603,"0,4,7",Nominal,False,0.22183507680892944,36405.95703125,3234.1915074920657,1940.5150146484375,0.0,0.5762935876846313,0.7405802607536316,3589.6036353302006,24837.162353515625,37032.2544519043,0.0,1.0,58.09
14999,8447,8452,nominal,#4daf4a,"[0.302, 0.686, 0.29, 1.0]",ZYX (Napari/NumPy); source registration converted from XYZ,657.406067,368.582084,61.324839,617.808228,407.884713,61.740085,-39.597839,39.302628,0.415246,637.607147,388.233398,61.532462,55.792992,3241.014885,38188.718426,21410.933272,3562.35989,35888.479938,23694.022961,3586.481538,-2300.238488,2283.089689,24.121648,37038.599182,22552.478116,3574.420714,10.0,607,358,51,669,419,73,"[[657.406067, 368.582084, 61.324839], [-39.597839, 39.302628, 0.415246]]","[[657.406067, 368.582084, 61.324839], [617.808228, 407.884713, 61.740085]]",8447,8452,2,8,603,"0,4,7",Nominal,False,0.20828494429588318,36000.9375,3241.0142194747928,1944.6085205078125,0.0,0.5875653624534607,0.7421424984931946,3574.420779953003,22552.478115234375,37038.60095458985,0.0,1.0,58.09
15000,8442,8454,nominal,#4daf4a,"[0.302, 0.686, 0.29, 1.0]",ZYX (Napari/NumPy); source registration converted from XYZ,578.428833,368.527134,61.632599,617.950195,368.284078,100.683869,39.521362,-0.243056,39.05127,598.189514,368.405606,81.158234,55.560767,3227.52496,33600.930909,21407.741209,3580.237681,35896.726846,21393.622077,5848.725952,2295.795936,-14.119132,2268.488271,34748.828878,21400.681643,4714.481816,10.0,568,358,51,629,380,112,"[[578.428833, 368.527134, 61.632599], [39.521362, -0.243056, 39.05127]]","[[578.428833, 368.527134, 61.632599], [617.950195, 368.284078, 100.683869]]",8442,8454,3,8,603,"0,4,7",Nominal,False,0.3658536672592163,38449.26953125,3227.5250205230714,1936.51513671875,0.0,0.46866825222969055,0.7390537858009338,4714.481792297363,21400.681834411622,34748.82887756348,0.0,1.0,58.09
15001,8443,8454,nominal,#4daf4a,"[0.302, 0.686, 0.29, 1.0]",ZYX (Napari/NumPy); source registration converted from XYZ,578.494263,367.986071,140.042903,617.950195,368.284078,100.683869,39.455933,0.298006,-39.359034,598.222229,368.135075,120.363386,55.731436,3237.439136,33604.73172,21376.310889,8135.092244,35896.726846,21393.622077,5848.725952,2291.995126,17.311188,-2286.366292,34750.729283,21384.966483,6991.909098,10.0,568,357,90,629,380,152,"[[578.494263, 367.986071, 140.042903], [39.455933, 0.298006, -39.359034]]","[[578.494263, 367.986071, 140.042903], [617.950195, 368.284078, 100.683869]]",8443,8454,2,8,603,"0,4,7",Nominal,False,0.27835848927497864,37591.5546875,3237.439436607361,1942.4637451171875,0.0,0.5349701642990112,0.7413239479064941,6991.909212493897,21384.966262817383,34750.72928283692,0.0,1.0,58.09
15002,8447,8454,nominal,#4daf4a,"[0.302, 0.686, 0.29, 1.0]",ZYX (Napari/NumPy); source registration converted from XYZ,657.406067,368.582084,61.324839,617.950195,368.284078,100.683869,-39.455872,-0.298006,39.35903,637.678131,368.433081,81.004354,55.73139,3237.436462,38188.718426,21410.933272,3562.35989,35896.726846,21393.622077,5848.725952,-2291.99158,-17.311195,2286.366061,37042.722636,21402.277674,4705.542921,10.0,607,358,51,669,380,112,"[[657.406067, 368.582084, 61.324839], [-39.455872, -0.298006, 39.35903]]","[[657.406067, 368.582084, 61.324839], [617.950195, 368.284078, 100.683869]]",8447,8454,2,8,603,"0,4,7",Nominal,False,0.32946187257766724,38433.55859375,3237.436334266663,1942.4619140625,0.0,0.4970855414867401,0.7413232922554016,4705.543062362671,21402.27909667969,37042.72086303711,0.0,1.0,58.09
15003,8448,8454,nominal,#4daf4a,"[0.302, 0.686, 0.29, 1.0]",ZYX (Napari/NumPy); source registration converted from XYZ,657.471558,368.041052,139.735147,617.950195,368.284078,100.683869,-39.521362,0.243026,-39.051278,637.710876,368.162565,120.209508,55.560772,3227.525263,38192.522782,21379.50471,8117.214665,35896.726846,21393.622077,5848.725952,-2295.795936,14.117367,-2268.488714,37044.624814,21386.563394,6982.970308,10.0,607,358,90,669,380,151,"[[657.471558, 368.041052, 139.735147], [-39.521362, 0.243026, -39.051278]]","[[657.471558, 368.041052, 139.735147], [617.950195, 368.284078, 100.683869]]",8448,8454,1,8,603,"0,4,7",Nominal,False,0.3801780939102173,38646.421875,3227.5254637146,1936.515380859375,0.0,0.45808175206184387,0.7390538454055786,6982.970482559204,21386.56352508545,37044.624813842776,0.0,1.0,58.09
15004,8452,8450,nominal,#4daf4a,"[0.302, 0.686, 0.29, 1.0]",ZYX (Napari/NumPy); source registration converted from XYZ,617.808228,407.884713,61.740085,657.32959,407.641657,100.791363,39.521362,-0.243056,39.051278,637.568909,407.763185,81.265724,55.560772,3227.525269,35888.479938,23694.022961,3586.481538,38184.275874,23679.903828,5854.970249,2295.795936,-14.119132,2268.488711,37036.377906,23686.963395,4720.725894,10.0,607,397,51,669,419,112,"[[617.808228, 407.884713, 61.740085], [39.521362, -0.243056, 39.051278]]","[[617.808228, 407.884713, 61.740085], [657.32959, 407.641657, 100.791363]]",8452,8450,8,4,603,"0,4,7",Nominal,False,0.22648084163665771,36374.50390625,3227.5250205230714,1936.51513671875,0.0,0.571672260761261,0.7390537858009338,4720.725917739868,23686.96333496094,37036.37790588379,0.0,1.0,58.09
15005,8452,8451,nominal,#4daf4a,"[0.302, 0.686, 0.29, 1.0]",ZYX (Napari/NumPy); source registration converted from XYZ,617.808228,407.884713,61.740085,578.352295,407.586706,101.099119,-39.455933,-0.298006,39.359034,598.080261,407.73571,81.419602,55.731436,3237.439136,35888.479938,23694.022961,3586.481538,33596.484812,23676.711773,5872.847831,-2291.995126,-17.311188,2286.366292,34742.482375,23685.367367,4729.664685,10.0,568,397,51,629,419,113,"[[617.808228, 407.884713, 61.740085], [-39.455933, -0.298006, 39.359034]]","[[617.808228, 407.884713, 61.740085], [578.352295, 407.586706, 101.099119]]",8452,8451,8,8,603,"0,4,7",Nominal,False,0.34068912267684937,37962.88671875,3237.439215011597,1942.4637451171875,0.0,0.4887629449367523,0.7413239479064941,4729.664647674561,23685.367845458986,34742.48237487793,0.0,1.0,58.09
15006,8452,8455,nominal,#4daf4a,"[0.302, 0.686, 0.29, 1.0]",ZYX (Napari/NumPy); source registration converted from XYZ,617.808228,407.884713,61.740085,617.731689,446.944255,101.206605,-0.076538,39.059542,39.46652,617.769958,427.414484,81.473345,55.527109,3225.569789,35888.479938,23694.022961,3586.481538,35884.03384,25962.991759,5879.091686,-4.446097,2268.968798,2292.610147,35886.256889,24828.50736,4732.786612,10.0,607,397,51,629,458,113,"[[617.808228, 407.884713, 61.740085], [-0.076538, 39.059542, 39.46652]]","[[617.808228, 407.884713, 61.740085], [617.731689, 446.944255, 101.206605]]",8452,8455,8,4,603,"0,4,7",Nominal,False,0.22996515035629272,36245.90625,3225.5696595001223,1935.341796875,0.0,0.5687523484230042,0.7386059761047363,4732.7864888000495,24828.507709350586,35886.256889038086,0.0,1.0,58.09
15007,8452,8454,nominal,#4daf4a,"[0.302, 0.686, 0.29, 1.0]",ZYX (Napari/NumPy); source registration converted from XYZ,617.808228,407.884713,61.740085,617.950195,368.284078,100.683869,0.141968,-39.600635,38.943784,617.879211,388.084395,81.211977,55.541415,3226.400785,35888.479938,23694.022961,3586.481538,35896.726846,21393.622077,5848.725952,8.246908,-2300.400884,2262.244413,35892.603392,22543.822519,4717.603745,10.0,607,358,51,629,419,112,"[[617.808228, 407.884713, 61.740085], [0.141968, -39.600635, 38.943784]]","[[617.808228, 407.884713, 61.740085], [617.950195, 368.284078, 100.683869]]",8452,8454,8,8,603,"0,4,7",Nominal,False,0.21447928249835968,36168.265625,3226.3999788284304,1935.8399658203125,0.0,0.5803396701812744,0.7387961149215698,4717.603633422852,22543.823471069336,35892.603391723635,0.0,1.0,58.09
15008,8453,8451,nominal,#4daf4a,"[0.302, 0.686, 0.29, 1.0]",ZYX (Napari/NumPy); source registration converted from XYZ,617.873657,407.34365,140.150389,578.352295,407.586706,101.099119,-39.521362,0.243056,-39.05127,598.112976,407.465178,120.624754,55.560767,3227.52496,35892.280748,23662.592641,8141.336102,33596.484812,23676.711773,5872.847831,-2295.795936,14.119132,-2268.488271,34744.38278,23669.652207,7007.091966,10.0,568,397,91,629,419,152,"[[617.873657, 407.34365, 140.150389], [-39.521362, 0.243056, -39.05127]]","[[617.873657, 407.34365, 140.150389], [578.352295, 407.586706, 101.099119]]",8453,8451,4,8,603,"0,4,7",Nominal,False,0.3375919461250305,38434.953125,3227.5250205230714,1936.51513671875,0.0,0.4895551800727844,0.7390537858009338,7007.0920678710945,23669.652273864747,34744.38278015137,0.0,1.0,58.09
15009,8453,8455,nominal,#4daf4a,"[0.302, 0.686, 0.29, 1.0]",ZYX (Napari/NumPy); source registration converted from XYZ,617.873657,407.34365,140.150389,617.731689,446.944255,101.206605,-0.141968,39.600605,-38.943784,617.802673,427.143952,120.678497,55.541393,3226.399528,35892.280748,23662.592641,8141.336102,35884.03384,25962.991759,5879.091686,-8.246908,2300.399118,-2262.244416,35888.157294,24812.7922,7010.213894,10.0,607,397,91,629,458,152,"[[617.873657, 407.34365, 140.150389], [-0.141968, 39.600605, -38.943784]]","[[617.873657, 407.34365, 140.150389], [617.731689, 446.944255, 101.206605]]",8453,8455,4,4,603,"0,4,7",Nominal,False,0.23267517983913422,36360.87109375,3226.3988708496095,1935.83935546875,0.0,0.566896378993988,0.738795816898346,7010.213908996582,24812.79213775635,35888.157294311524,0.0,1.0,58.09
15010,8453,8450,nominal,#4daf4a,"[0.302, 0.686, 0.29, 1.0]",ZYX (Napari/NumPy); source registration converted from XYZ,617.873657,407.34365,140.150389,657.32959,407.641657,100.791363,39.455933,0.298006,-39.359027,637.601624,407.492653,120.470876,55.731431,3237.438825,35892.280748,23662.592641,8141.336102,38184.275874,23679.903828,5854.970249,2291.995126,17.311187,-2286.365852,37038.278311,23671.248235,6998.153175,10.0,607,397,90,669,419,152,"[[617.873657, 407.34365, 140.150389], [39.455933, 0.298006, -39.359027]]","[[617.873657, 407.34365, 140.150389], [657.32959, 407.641657, 100.791363]]",8453,8450,4,4,603,"0,4,7",Nominal,False,0.3441734313964844,38315.45703125,3237.4389934158326,1942.4635009765625,0.0,0.4861798882484436,0.7413238883018494,6998.152894744873,23671.249536132815,37038.27831115723,0.0,1.0,58.09
15011,8454,8451,nominal,#4daf4a,"[0.302, 0.686, 0.29, 1.0]",ZYX (Napari/NumPy); source registration converted from XYZ,617.950195,368.284078,100.683869,578.352295,407.586706,101.099119,-39.5979,39.302629,0.41525,598.151245,387.935392,100.891494,55.793035,3241.017408,35896.726846,21393.622077,5848.725952,33596.484812,23676.711773,5872.847831,-2300.242034,2283.089696,24.121879,34746.605829,22535.166925,5860.786891,10.0,568,358,90,629,419,113,"[[617.950195, 368.284078, 100.683869], [-39.5979, 39.302629, 0.41525]]","[[617.950195, 368.284078, 100.683869], [578.352295, 407.586706, 101.099119]]",8454,8451,8,8,603,"0,4,7",Nominal,False,0.28261712193489075,37077.5390625,3241.0168786239624,1944.6103515625,0.0,0.5324008464813232,0.7421432137489319,5860.7869300842285,22535.167054138186,34746.60582885742,0.0,1.0,58.09
15012,8454,8453,nominal,#4daf4a,"[0.302, 0.686, 0.29, 1.0]",ZYX (Napari/NumPy); source registration converted from XYZ,617.950195,368.284078,100.683869,617.873657,407.34365,140.150389,-0.076538,39.059572,39.46652,617.911926,387.813864,120.417129,55.527131,3225.571033,35896.726846,21393.622077,5848.725952,35892.280748,23662.592641,8141.336102,-4.446097,2268.970564,2292.61015,35894.503797,22528.107359,6995.031027,10.0,607,358,90,629,419,152,"[[617.950195, 368.284078, 100.683869], [-0.076538, 39.059572, 39.46652]]","[[617.950195, 368.284078, 100.683869], [617.873657, 407.34365, 140.150389]]",8454,8453,8,4,603,"0,4,7",Nominal,False,0.22454510629177094,35945.2578125,3225.570989074707,1935.3427734375,0.0,0.5727558732032776,0.738606333732605,6995.031053619386,22528.1078994751,35894.50379699707,0.0,1.0,58.09
15013,8454,8450,nominal,#4daf4a,"[0.302, 0.686, 0.29, 1.0]",ZYX (Napari/NumPy); source registration converted from XYZ,617.950195,368.284078,100.683869,657.32959,407.641657,100.791363,39.379395,39.357579,0.107494,637.639893,387.962867,100.737616,55.675554,3234.192912,35896.726846,21393.622077,5848.725952,38184.275874,23679.903828,5854.970249,2287.549028,2286.281751,6.244298,37040.50136,22536.762953,5851.8481,10.0,607,358,90,669,419,112,"[[617.950195, 368.284078, 100.683869], [39.379395, 39.357579, 0.107494]]","[[617.950195, 368.284078, 100.683869], [657.32959, 407.641657, 100.791363]]",8454,8450,8,4,603,"0,4,7",Nominal,False,0.27138984203338623,36930.4453125,3234.1928370666506,1940.515869140625,0.0,0.5395945906639099,0.7405806183815002,5851.847756958008,22536.76431640625,37040.50135986329,0.0,1.0,58.09
15014,8455,8450,nominal,#4daf4a,"[0.302, 0.686, 0.29, 1.0]",ZYX (Napari/NumPy); source registration converted from XYZ,617.731689,446.944255,101.206605,657.32959,407.641657,100.791363,39.5979,-39.302598,-0.415242,637.53064,427.292956,100.998984,55.793014,3241.016161,35884.03384,25962.991759,5879.091686,38184.275874,23679.903828,5854.970249,2300.242034,-2283.087931,-24.121436,37034.154857,24821.447794,5867.030967,10.0,607,397,90,669,458,113,"[[617.731689, 446.944255, 101.206605], [39.5979, -39.302598, -0.415242]]","[[617.731689, 446.944255, 101.206605], [657.32959, 407.641657, 100.791363]]",8455,8450,4,4,603,"0,4,7",Nominal,False,0.2837785482406616,37191.43359375,3241.0155490493776,1944.609375,0.0,0.5315386056900024,0.7421428561210632,5867.030612335206,24821.4485546875,37034.15485717774,0.0,1.0,58.09
15015,8455,8451,nominal,#4daf4a,"[0.302, 0.686, 0.29, 1.0]",ZYX (Napari/NumPy); source registration converted from XYZ,617.731689,446.944255,101.206605,578.352295,407.586706,101.099119,-39.379395,-39.357548,-0.107486,598.041992,427.265481,101.152862,55.675532,3234.191664,35884.03384,25962.991759,5879.091686,33596.484812,23676.711773,5872.847831,-2287.549028,-2286.279986,-6.243855,34740.259326,24819.851766,5875.969758,10.0,568,397,91,629,458,113,"[[617.731689, 446.944255, 101.206605], [-39.379395, -39.357548, -0.107486]]","[[617.731689, 446.944255, 101.206605], [578.352295, 407.586706, 101.099119]]",8455,8451,4,8,603,"0,4,7",Nominal,False,0.3070073425769806,37790.765625,3234.1915074920657,1940.5150146484375,0.0,0.5132167339324951,0.7405802607536316,5875.969785461426,24819.851292419437,34740.25932617188,0.0,1.0,58.09
15016,8456,8465,nominal,#4daf4a,"[0.302, 0.686, 0.29, 1.0]",ZYX (Napari/NumPy); source registration converted from XYZ,578.494263,367.986071,140.042903,578.417725,407.045644,179.509416,-0.076538,39.059572,39.466512,578.455994,387.515858,159.776159,55.527126,3225.570721,33604.73172,21376.310889,8135.092244,33600.285623,23645.281454,10427.701954,-4.446097,2268.970565,2292.60971,33602.508671,22510.796171,9281.397099,10.0,568,357,130,590,419,191,"[[578.494263, 367.986071, 140.042903], [-0.076538, 39.059572, 39.466512]]","[[578.494263, 367.986071, 140.042903], [578.417725, 407.045644, 179.509416]]",8456,8465,3,8,604,"1,4,7",Nominal,False,0.2319008857011795,36462.89453125,3225.570545883179,1935.342529296875,0.0,0.5673227906227112,0.7386062145233154,9281.396760559082,22510.79683837891,33602.50867126465,0.0,1.0,58.09
